id,xPos,yPos,zPos,xRot,yRot,zRot,frametime
170,809.412,7530.558,2993.948,347.118,252.361,112.998,33.408
171,5797.423,9605.931,2517.965,72.911,52.557,176.211,28.025
172,8604.937,1562.32,8250.66,246.995,172.627,252.783,32.839
173,4582.285,8810.992,8831.858,209.276,288.679,165.965,13.015
174,1773.901,9080.771,7951.896,226.266,160.858,128.696,5.986
175,2433.95,2981.481,3237.895,57.014,48.602,193.058,12.462
176,5903.193,8904.024,1915.268,260.99,212.438,290.263,5.911
177,3684.915,5792.971,2698.949,302.268,281.005,224.62,10.141
178,6207.011,6265.674,9865.101,234.719,156.645,328.667,20.911
179,2370.629,8679.432,9039.823,16.402,254.543,45.725,17.878
180,3504.519,3446.357,3805.834,260.573,50.148,15.623,12.669
181,8071.886,4420.499,1218.251,297.128,228.501,266.465,22.725
182,7462.399,2941.48,9328.876,109.089,234.697,82.18,12.551
183,7452.917,8333.662,1009.591,290.297,212.418,61.786,23.637
184,5031.44,2897.804,7783.078,71.26,56.175,233.389,12.158
185,7135.024,9292.691,2952.595,77.549,56.152,166.386,13.642
186,8602.088,686.326,1042.946,260.837,353.032,298.115,11.683
187,6743.7,6628.307,5684.379,112.903,141.596,148.57,26.176
188,164.808,3009.231,9423.519,289.188,3.436,15.314,30.198
189,7784.921,2183.142,7196.282,336.505,254.997,74.927,24.113
190,9479.742,7087.046,2008.454,30.381,136.216,328.944,6.077
191,4444.764,2651.443,473.327,351.101,81.08,162.327,15.325
192,529.311,2296.71,4459.572,353.246,353.267,353.321,21.802
193,9968.366,5334.178,9916.448,227.035,153.563,100.841,27.741
194,3541.115,8111.824,5176.958,147.016,8.728,257.65,20.135
195,8666.155,913.419,7099.787,6.579,127.043,12.151,31.006
196,6309.914,3460.345,5856.832,101.193,179.452,311.46,19.237
197,9068.453,9328.534,7745.884,336.629,107.857,157.331,18.516
198,1976.036,1645.998,8380.949,72.409,293.211,83.668,10.075
199,6392.595,6933.179,8939.436,17.836,89.128,322.637,25.375
200,4486.405,9871.622,6662.055,290.181,251.614,268.144,11.143
201,8812.497,9325.788,9477.306,140.079,273.643,351.588,28.576
202,8334.199,6583.166,6654.989,223.914,102.438,197.929,30.602
203,270.727,250.588,323.253,138.374,23.05,89.993,9.107
204,795.065,7844.384,201.571,95.471,108.338,348.016,19.18
205,7991.435,187.196,6852.765,336.297,308.361,104.374,13.488
206,5195.687,452.162,8342.456,280.232,215.879,244.167,8.679
207,8085.393,7655.178,1311.501,30.965,89.328,335.799,18.874
208,487.001,7794.533,865.908,8.368,232.965,204.318,13.509
209,4543.654,7489.181,3049.499,297.588,3.724,118.372,9.047
210,7682.633,8320.408,1625.607,271.13,238.703,235.798,26.766
211,7407.837,9343.494,2291.85,265.81,181.782,139.85,22.236
212,7770.758,1716.05,3808.324,77.926,127.721,261.732,17.811
213,2614.759,4356.011,6544.272,0.139,208.953,137.945,15.733
214,9850.571,6173.397,870.672,323.246,61.363,215.03,16.259
215,4118.016,9818.562,7335.916,128.189,90.587,301.906,32.964
216,4128.931,3232.544,6198.727,166.111,266.396,226.245,25.464
217,3420.757,4597.379,7128.509,275.115,272.027,216.935,16.861
218,6406.046,3595.682,1936.102,106.03,161.595,92.343,27.609
219,1771.82,6693.378,96.329,54.733,79.941,293.989,29.89
220,2225.76,1045.713,6283.061,141.129,171.726,188.869,31.985
221,8720.145,8055.028,4461.027,124.589,96.663,133.358,17.638
222,5454.651,1414.968,2535.776,193.567,147.573,45.572,15.535
223,4333.428,799.537,5950.584,333.143,31.345,316.971,10.957
224,5464.463,342.097,71.079,28.45,317.853,58.34,25.468
225,8178.253,3513.568,2287.016,117.837,79.585,58.245,25.463
226,1109.926,2758.71,3871.279,79.726,202.173,139.282,33.61
227,6102.79,9622.586,7321.508,31.382,228.904,48.991,27.016
228,8082.146,2986.121,9253.919,145.661,318.211,94.609,12.89
229,3177.539,2180.358,5941.843,13.446,324.516,47.631,23.213
230,6547.118,2730.401,8646.805,341.077,91.051,330.142,23.119
231,3734.288,9437.454,654.503,176.084,216.841,105.597,31.014
232,9658.767,245.396,4961.002,186.736,8.423,137.511,13.379
233,8219.257,5392.071,4345.37,54.456,134.378,161.794,31.826
234,1769.429,6849.454,731.884,9.681,125.943,186.283,8.178
235,2804.11,7193.388,3763.114,136.008,196.783,188.387,5.165
236,1300.107,3758.538,6871.306,251.017,23.686,189.499,21.134
237,5180.318,1394.983,7995.328,44.865,128.728,211.539,27.236
238,803.517,857.076,6382.876,154.777,38.622,73.678,25.115
239,9143.146,4848.754,5125.473,345.134,69.254,13.028,24.551
240,7035.471,2176.085,2802.091,158.733,162.951,168.844,13.61
241,4444.726,2890.537,6201.764,51.934,153.068,223.719,14.004
242,7509.173,7755.103,216.011,234.199,108.491,142.084,6.815
243,9313.753,3400.036,6757.735,111.127,256.999,6.054,13.743
244,27.077,6455.317,1975.864,57.729,69.336,286.954,13.744
245,8831.71,6542.094,291.669,294.854,180.399,343.176,22.492
246,5296.383,6462.419,3100.426,67.731,284.801,228.585,25.861
247,9834.902,4059.868,2534.824,294.985,350.912,256.913,10.69
248,9949.739,7722.61,7131.571,192.147,25.871,55.886,24.307
249,1758.227,1600.719,5590.776,348.122,321.807,167.166,30.993
250,7780.968,8671.856,3190.161,342.671,127.389,113.986,26.435
251,1104.975,5277.248,6234.408,300.779,259.512,29.815,6.226
252,4810.545,5808.129,9126.26,138.396,70.46,40.549,26.232
253,849.247,108.699,9987.217,105.579,294.447,193.255,29.665
254,2270.62,5236.28,4578.909,315.55,346.543,30.178,7.63
255,703.13,4426.124,8769.791,1.233,247.487,215.05,16.021
256,7868.78,8550.769,8262.959,243.663,218.725,231.22,26.504
257,704.611,4228.895,5695.162,69.469,359.645,230.889,7.165
258,5990.402,5392.505,2265.429,83.053,7.522,324.972,32.117
259,1198.604,7441.332,6434.326,158.339,63.095,36.29,21.573
260,1566.886,3577.392,3836.584,201.203,32.679,310.402,18.981
261,1736.895,3230.247,1784.747,229.478,256.643,101.244,32.098
262,8954.092,6191.046,7853.884,76.936,77.714,130.804,9.935
263,388.581,3554.29,1249.773,238.551,1.661,235.254,23.727
264,4471.974,1776.776,1891.296,55.017,307.49,117.715,18.974
265,4176.424,363.645,6491.927,215.545,92.748,217.791,31.008
266,2801.948,3292.676,1109.438,20.937,276.043,321.784,30.695
267,1598.367,2734.471,743.549,308.338,305.657,144.574,32.847
268,1697.86,1182.254,8340.295,297.479,313.712,108.918,7.01
269,6370.401,1824.126,871.13,57.598,115.865,3.497,10.843
270,2237.51,8797.156,8898.585,163.634,112.907,229.154,30.877
271,8571.291,5918.984,4553.078,198.046,204.308,61.637,20.14
272,5235.65,2625.977,8325.735,325.289,210.029,217.042,23.518
273,4769.863,6910.293,1862.638,87.75,118.578,145.22,10.855
274,2262.18,9437.786,7604.606,35.142,66.647,26.532,19.643
275,8393.012,6033.561,2110.369,104.356,91.896,228.394,24.251
276,7153.191,1733.734,8633.929,6.843,200.098,27.097,28.734
277,3729.613,7423.655,1769.014,234.955,245.262,119.668,31.113
278,7840.05,2858.263,6140.51,247.725,349.743,70.069,12.785
279,8970.182,3901.327,2309.064,153.698,201.806,133.118,30.34
280,245.534,9141.886,3230.409,278.612,297.435,41.939,13.772
281,9716.736,8724.018,2265.309,142.099,86.661,11.428,26.084
282,7710.821,5410.845,2687.227,29.39,51.807,236.727,26.795
283,39.441,7700.372,674.684,244.325,37.797,56.213,12.188
284,8516.23,8992.89,9229.974,84.449,345.69,114.171,22.587
285,7224.744,5321.376,9156.056,80.575,257.493,300.93,33.564
286,4667.703,201.496,8872.286,50.457,196.856,183.697,23.377
287,5948.357,2686.84,3421.713,312.215,64.141,23.528,30.935
288,6542.218,6077.561,7551.515,131.26,358.191,29.476,10.348
289,293.887,4681.181,5751.576,353.099,10.429,318.317,16.252
290,5009.145,7320.516,654.364,238.376,196.754,139.662,32.579
291,2732.602,8055.667,6523.625,312.905,258.633,101.002,32.17
292,3709.405,7316.067,2549.144,0.513,341.279,183.036,28.716
293,4509.823,6880.131,5474.384,336.441,282.346,302.102,27.442
294,6214.501,4953.241,5292.239,144.379,358.024,20.278,11.686
295,3918.372,1453.022,2623.917,91.259,123.642,181.925,22.094
296,6514.601,6760.957,9682.062,234.061,267.255,34.006,6.666
297,2133.316,6602.822,1599.639,305.162,70.398,335.973,10.516
298,2624.453,1318.12,5902.081,4.714,262.579,301.742,13.062
299,951.694,6550.607,590.061,339.772,316.348,184.849,23.043
300,1774.803,4917.132,359.841,258.697,345.536,215.581,8.826
301,4778.669,9486.044,8384.235,5.334,165.258,289.95,9.991
302,4507.39,1386.79,1058.868,46.387,235.327,36.999,7.319
303,8940.427,4194.916,4197.215,308.234,336.666,299.618,22.748
304,6016.544,9101.584,6578.503,72.834,282.489,289.476,17.163
305,3891.794,6533.68,2724.526,298.261,263.324,320.456,21.296
306,8082.405,1061.915,6599.978,259.346,163.254,118.493,17.94
307,1944.474,3835.634,6458.139,357.434,120.039,221.964,14.338
308,4793.511,6962.064,5345.084,83.643,99.506,103.888,19.065
309,5335.019,1580.784,1837.765,49.03,10.927,156.304,13.877
310,1231.656,9780.876,7383.648,251.607,70.656,31.182,21.271
311,4715.995,2676.834,3561.176,256.187,201.599,78.57,7.924
312,7558.873,5586.993,9827.766,9.416,46.042,135.38,21.359
313,6310.708,2385.789,9078.454,350.493,247.406,134.033,8.661
314,9160.573,686.91,2973.791,218.637,232.569,219.219,9.301
315,9787.272,584.531,4732.923,106.716,217.953,9.295,22.084
316,6041.111,688.585,1975.133,81.406,48.037,221.609,13.883
317,2915.358,6723.81,4125.812,48.305,256.067,19.941,13.082
318,3702.79,251.345,1090.946,47.232,309.554,172.483,22.859
319,7702.92,5118.144,8763.577,254.612,271.616,67.525,18.362
320,30.801,4019.663,4244.634,81.51,62.69,64.897,32.747
321,2286.119,5513.943,7310.335,52.423,241.218,218.947,17.877
322,1338.342,1753.037,2808.612,127.424,219.581,130.636,18.771
323,9547.997,8818.607,1623.077,159.911,102.654,43.878,28.057
324,476.105,8942.396,232.628,238.908,334.902,240.569,21.246
325,9544.561,6089.753,7018.869,87.484,142.214,133.318,14.677
326,6477.262,1382.873,8473.129,196.988,43.815,228.859,30.043
327,5889.178,7482.906,9965.508,230.613,29.835,234.09,24.543
328,8201.676,3194.226,3451.226,125.537,80.907,145.149,30.393
329,3400.089,4954.966,8971.436,145.218,198.754,80.697,15.777
330,9326.756,8097.81,2713.717,121.239,209.088,350.008,28.914
331,6101.94,1327.15,6552.855,116.847,324.825,51.773,20.407
332,5801.859,3088.153,3882.325,89.368,241.82,150.592,22.237
333,8920.59,6009.515,1042.078,316.71,358.556,234.04,30.174
334,4031.892,438.839,2005.083,312.33,129.008,69.74,14.481
335,4721.846,9639.893,6418.806,6.732,34.494,111.173,32.638
336,9305.092,7955.251,5479.971,332.955,174.134,255.993,7.406
337,3761.111,5453.136,1784.42,344.598,207.819,10.444,11.818
338,2240.519,868.303,7241.128,212.354,199.316,348.98,32.158
339,1962.578,1209.175,2156.027,275.397,358.311,282.015,14.464
340,9097.586,14.689,3524.785,282.277,6.895,311.795,31.116
341,3425.766,6408.868,6555.118,122.26,47.947,29.813,13.168
342,7474.39,9821.598,5716.639,7.709,83.675,174.403,31.141
343,2595.205,7225.781,5995.963,115.473,85.803,306.391,24.253
344,993.86,979.261,5845.367,201.424,347.428,53.15,33.585
345,3526.007,2613.893,8631.88,109.59,280.259,16.112,28.939
346,6060.641,2946.961,7306.841,266.969,115.349,321.411,19.898
347,3513.867,7162.19,1155.129,164.24,191.354,39.324,5.37
348,9789.189,9104.085,8283.172,155.696,227.099,58.195,14.582
349,1758.942,4145.301,5458.856,121.267,226.539,236.392,10.542
350,1495.112,9829.943,630.601,220.779,173.919,190.185,30.129
351,9004.986,621.582,4717.405,201.578,199.013,25.608,19.179
352,8601.947,4701.589,4878.698,218.852,187.108,327.24,10.607
353,2970.552,4930.722,539.648,135.207,317.095,216.918,23.547
354,5851.41,4925.76,9287.202,295.74,282.915,66.903,15.495
355,9047.573,6064.503,60.609,349.977,302.773,189.493,24.762
356,8732.159,9989.879,2180.388,355.726,228.599,103.178,14.629
357,4374.414,1760.282,6807.298,137.384,278.602,336.789,22.751
358,8530.488,9513.414,6435.969,230.839,245.655,153.286,31.82
359,8760.873,6830.945,436.342,178.644,113.363,255.584,32.956
360,8303.704,7777.243,869.889,21.35,142.051,336.135,22.619
361,5790.645,2851.78,4029.504,306.264,206.546,34.559,19.446
362,3940.327,7220.772,6441.129,102.071,114.187,25.54,14.732
363,5795.711,6063.236,2103.89,92.288,141.064,17.019,27.412
364,3673.654,2185.839,6905.58,85.238,222.76,75.902,32.958
365,5658.244,9050.941,3246.866,59.107,168.64,52.668,25.47
366,7421.029,5993.136,333.403,264.136,103.927,79.85,10.213
367,44.967,4051.866,9519.557,72.997,107.052,260.086,24.02
368,3335.328,6774.924,5345.318,146.999,303.332,41.921,7.066
369,1698.064,6147.898,1462.736,121.682,325.609,269.148,9.926
370,2911.315,2421.441,3639.159,217.45,215.998,219.673,24.699
371,6571.483,5668.54,5304.13,5.599,19.881,291.717,25.132
372,3371.642,2456.456,5088.811,320.984,170.976,264.953,21.391
373,1141.239,7509.737,8063.824,277.452,115.53,134.257,33.947
374,5766.757,2833.102,9873.743,123.494,133.683,215.184,5.639
375,9179.594,2486.317,7063.339,0.298,25.697,357.835,32.572
376,478.63,9878.464,9498.456,353.275,126.803,203.41,28.784
377,4850.712,8735.231,9565.662,58.545,136.365,3.001,32.491
378,5225.007,8870.342,3102.202,87.814,254.086,235.056,14.227
379,4401.338,730.832,7381.196,155.402,155.4,127.673,9.763
380,689.83,1770.798,9485.606,181.278,285.828,356.796,17.898
381,5165.502,8640.895,3747.162,161.464,38.906,220.003,25.079
382,6959.364,5750.928,2986.29,200.448,247.218,97.447,20.927
383,2941.083,5747.947,4866.566,191.799,162.477,132.041,15.884
384,8780.143,7671.285,1322.826,114.168,110.011,96.492,15.343
385,7266.255,4403.983,6708.946,333.038,191.264,12.426,31.985
386,1683.734,3330.904,4809.373,169.408,123.672,349.371,13.95
387,3344.053,3889.494,4868.795,145.325,224.787,26.243,25.508
388,3112.894,7905.606,8814.487,92.306,73.592,61.595,27.806
389,296.367,4352.165,7109.437,328.569,150.028,60.147,10.42
390,8620.639,9094.186,703.759,69.418,344.138,108.777,16.784
391,5213.297,9842.707,7702.708,280.361,161.169,322.298,28.987
392,2077.329,603.328,5102.34,141.136,350.112,0.94,26.889
393,2701.639,5534.917,5.336,38.281,12.016,62.328,17.763
394,1516.791,6085.777,6679.986,350.213,141.279,242.642,28.216
395,188.299,6830.989,1936.567,316.26,297.9,41.664,28.757
396,3707.563,936.574,4548.183,10.054,106.175,156.437,12.492
397,9856.537,7144.098,1248.657,152.89,279.432,81.065,9.629
398,7479.049,186.851,9235.88,65.798,159.884,153.609,15.251
399,7617.113,1422.703,6747.181,313.444,249.273,253.567,12.988
400,1974.179,9044.843,8136.49,62.105,101.142,73.567,29.211
401,4814.893,4766.744,8490.576,27.141,286.519,277.621,26.381
402,7684.954,2535.488,9509.419,310.418,81.963,10.696,22.626
403,1484.103,7270.013,3768.976,259.913,198.417,24.634,28.79
404,17.026,2302.779,1233.815,254.327,157.806,165.813,10.779
405,7712.149,7567.752,8405.613,237.191,70.916,40.138,12.366
406,556.41,754.722,2825.247,50.069,309.997,334.364,26.683
407,3479.361,2079.253,1303.98,13.542,61.357,9.538,12.259
408,4353.768,9914.943,2045.49,273.921,99.655,62.426,29.153
409,4462.687,8657.67,9793.106,243.58,57.345,2.236,13.132
410,9792.848,3710.745,9579.636,107.437,194.903,109.703,26.599
411,9762.893,5188.343,3943.289,288.603,304.184,161.942,27.388
412,4095.709,2145.209,9425.004,4.867,161.193,8.568,20.322
413,9934.001,2019.415,658.317,224.049,261.412,19.794,14.565
414,5409.641,5919.556,1053.912,49.022,334.63,292.129,25.602
415,182.735,8512.274,492.585,51.633,140.857,144.779,12.885
416,640.004,7560.079,8795.869,79.503,45.243,140.88,23.741
417,3795.699,7950.711,4903.61,111.876,132.984,100.998,13.014
418,8840.825,7553.419,8938.89,261.772,294.626,251.87,13.492
419,8450.412,618.877,642.373,262.119,332.47,231.175,27.282
420,7321.823,4957.264,4069.043,193.172,179.22,177.22,30.463
421,7417.789,2189.4,9741.87,267.487,160.335,42.733,10.888
422,3262.366,2786.832,5200.703,150.339,14.045,176.027,8.72
423,3882.327,424.074,9149.578,55.543,72.477,359.248,6.08
424,5285.6,1000.945,9571.652,29.761,46.269,279.963,22.697
425,5300.839,7793.546,435.419,35.706,125.555,278.73,9.6
426,8902.07,4716.038,7964.26,97.238,268.256,193.197,15.878
